               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 161,            0.058811,             0.14874,          0.00037814,              0.6764,             0.51532,             0.51482,             0.16789,            0.047102,            0.039973,          0.00074254,             0.00472,             0.00472,             0.00472
                 162,            0.058173,             0.12475,          0.00037676,             0.72024,             0.51238,             0.51326,             0.16744,            0.046318,            0.038987,          0.00059633,            0.004687,            0.004687,            0.004687
                 163,            0.058964,             0.13131,          0.00041413,             0.72929,              0.5179,             0.52346,             0.17568,            0.045535,            0.038697,          0.00074006,            0.004654,            0.004654,            0.004654
                 164,            0.057959,             0.12716,          0.00042065,             0.71471,             0.52411,             0.52633,              0.1685,            0.045612,            0.038952,          0.00055661,            0.004621,            0.004621,            0.004621
                 165,            0.059108,             0.12658,          0.00029181,             0.71498,              0.5243,             0.52811,             0.16979,            0.046139,            0.038596,          0.00051063,            0.004588,            0.004588,            0.004588
                 166,            0.058348,             0.15739,          0.00032734,             0.69667,              0.5293,              0.5152,             0.16589,            0.046018,            0.038197,          0.00071359,            0.004555,            0.004555,            0.004555
                 167,            0.059888,             0.13249,          0.00050372,             0.68969,             0.51769,             0.51053,             0.16223,            0.046147,            0.038578,          0.00084199,            0.004522,            0.004522,            0.004522
                 168,            0.060162,             0.15064,           0.0004565,             0.68778,             0.50617,               0.509,             0.16278,              0.0479,            0.038657,          0.00046334,            0.004489,            0.004489,            0.004489
                 169,            0.065431,             0.12174,          0.00032656,             0.70553,             0.51933,             0.51825,             0.16656,            0.046987,            0.038198,          0.00045875,            0.004456,            0.004456,            0.004456
                 170,             0.05903,             0.13327,          0.00032058,             0.68497,             0.52297,             0.52787,             0.16408,            0.046749,            0.037805,          0.00066396,            0.004423,            0.004423,            0.004423
                 171,            0.058607,             0.11706,          0.00036572,             0.71456,             0.51512,             0.52797,             0.16285,            0.045896,            0.039717,          0.00077568,             0.00439,             0.00439,             0.00439
                 172,             0.05821,             0.11031,          0.00052637,             0.70014,             0.50099,             0.50755,             0.16101,             0.04609,            0.039179,          0.00067558,            0.004357,            0.004357,            0.004357
                 173,            0.061111,             0.12254,          0.00039007,             0.69607,             0.51251,              0.5207,             0.16376,            0.046144,            0.039125,          0.00091769,            0.004324,            0.004324,            0.004324
                 174,            0.059077,              0.1252,          0.00061072,             0.69918,              0.5086,             0.52608,             0.16318,            0.046455,            0.039726,          0.00078318,            0.004291,            0.004291,            0.004291
                 175,            0.057982,             0.14279,          0.00044497,             0.70675,             0.49744,             0.50859,              0.1551,            0.047461,            0.040864,          0.00062601,            0.004258,            0.004258,            0.004258
                 176,            0.061115,             0.12576,          0.00053133,             0.70733,             0.50873,             0.51948,             0.16284,            0.046528,            0.039957,          0.00058754,            0.004225,            0.004225,            0.004225
                 177,            0.059848,             0.12724,          0.00026054,             0.70045,             0.52399,             0.53711,             0.17905,            0.045624,            0.038329,          0.00068394,            0.004192,            0.004192,            0.004192
                 178,             0.06007,             0.11635,          0.00026319,             0.64352,             0.49734,             0.49589,             0.14951,            0.045339,            0.038377,           0.0010772,            0.004159,            0.004159,            0.004159
                 179,            0.058737,             0.14027,          0.00041281,             0.68611,             0.52318,             0.53784,             0.17001,             0.04514,            0.039079,          0.00066398,            0.004126,            0.004126,            0.004126
                 180,            0.060699,             0.12426,          0.00028411,             0.70281,             0.53521,             0.54331,             0.17795,            0.046059,            0.038899,          0.00067254,            0.004093,            0.004093,            0.004093
                 181,            0.059686,             0.12112,          0.00038481,             0.72024,              0.5398,             0.54043,             0.17406,            0.046371,            0.038711,          0.00061403,             0.00406,             0.00406,             0.00406
                 182,            0.061061,             0.13053,           0.0004084,             0.71545,             0.53218,             0.53109,             0.17452,            0.045941,            0.038862,          0.00059049,            0.004027,            0.004027,            0.004027
                 183,            0.060477,             0.12681,          0.00024458,               0.728,             0.51605,             0.52642,             0.16789,            0.045948,             0.04019,          0.00052328,            0.003994,            0.003994,            0.003994
                 184,            0.058472,              0.1407,          0.00031358,             0.72641,             0.52277,             0.53011,             0.16938,            0.045856,            0.039028,          0.00046574,            0.003961,            0.003961,            0.003961
                 185,             0.06168,              0.1339,           0.0004965,             0.72531,             0.51665,             0.52712,             0.16828,            0.045644,             0.03948,          0.00047952,            0.003928,            0.003928,            0.003928
                 186,            0.060313,             0.14572,          0.00042909,             0.72506,             0.51913,             0.53461,              0.1707,            0.044144,            0.039687,           0.0005227,            0.003895,            0.003895,            0.003895
                 187,            0.057451,             0.11391,          0.00039236,              0.6888,             0.50886,             0.51859,             0.17094,            0.044969,            0.040685,          0.00060029,            0.003862,            0.003862,            0.003862
                 188,            0.060184,             0.13018,          0.00025983,             0.69432,             0.51955,             0.51872,             0.16711,            0.046187,            0.041764,          0.00057696,            0.003829,            0.003829,            0.003829
                 189,            0.056692,             0.13449,          0.00029683,             0.70346,             0.51751,             0.51984,             0.16216,            0.045706,            0.041504,          0.00057064,            0.003796,            0.003796,            0.003796
                 190,            0.056959,             0.12537,          0.00019582,             0.71556,              0.5032,             0.52437,             0.16946,            0.045589,            0.041113,          0.00057234,            0.003763,            0.003763,            0.003763
                 191,            0.058178,             0.13004,          0.00023633,             0.72717,             0.51134,             0.53662,             0.17305,            0.045518,             0.04098,          0.00056636,             0.00373,             0.00373,             0.00373
                 192,            0.061176,               0.116,          0.00043614,             0.71017,             0.50926,             0.53372,             0.17056,            0.045465,            0.039904,           0.0005511,            0.003697,            0.003697,            0.003697
                 193,            0.059363,              0.1164,          0.00025001,             0.72089,             0.50346,             0.52821,             0.16716,            0.046806,            0.040265,          0.00049091,            0.003664,            0.003664,            0.003664
                 194,            0.057235,             0.12519,          0.00016805,             0.72178,             0.50121,              0.5282,             0.16894,            0.044752,            0.041187,          0.00055406,            0.003631,            0.003631,            0.003631
                 195,            0.061559,             0.13352,          0.00022858,             0.74114,             0.50097,             0.53337,             0.17172,            0.044959,             0.04209,          0.00055076,            0.003598,            0.003598,            0.003598
                 196,            0.060203,             0.12351,          0.00019589,               0.722,             0.51438,             0.53365,             0.16922,            0.045781,            0.040913,          0.00048953,            0.003565,            0.003565,            0.003565
                 197,            0.057404,             0.13008,          0.00021737,             0.72554,             0.52639,              0.5416,             0.17418,            0.046467,            0.041427,          0.00044949,            0.003532,            0.003532,            0.003532
                 198,            0.058539,             0.13737,          0.00021056,             0.71941,             0.51483,             0.54005,             0.16677,            0.046268,            0.041358,           0.0004556,            0.003499,            0.003499,            0.003499
                 199,            0.056898,             0.12508,          0.00017447,             0.69976,             0.51153,             0.53151,             0.17162,             0.04569,            0.041355,           0.0004704,            0.003466,            0.003466,            0.003466
                 200,            0.059328,             0.11198,          0.00019029,             0.69807,              0.5092,              0.5376,             0.17296,             0.04716,            0.041006,          0.00049889,            0.003433,            0.003433,            0.003433
                 201,            0.057904,             0.13416,          0.00023307,             0.69448,             0.51773,              0.5327,             0.17203,             0.04678,            0.040637,          0.00053977,              0.0034,              0.0034,              0.0034
                 202,            0.063133,             0.11899,          0.00015719,             0.70403,             0.50556,             0.52689,             0.16985,            0.046089,             0.04116,          0.00062724,            0.003367,            0.003367,            0.003367
                 203,            0.059675,             0.13404,          0.00021827,             0.67636,             0.51537,             0.52093,             0.16897,            0.045342,            0.040484,          0.00068229,            0.003334,            0.003334,            0.003334
                 204,            0.058765,              0.1477,          0.00021472,             0.71302,             0.50061,             0.52292,             0.16718,            0.045753,            0.038369,          0.00072839,            0.003301,            0.003301,            0.003301
                 205,            0.053206,             0.13572,          0.00020919,             0.68142,             0.51219,             0.51699,             0.16598,            0.046148,            0.040655,          0.00055931,            0.003268,            0.003268,            0.003268
                 206,            0.056794,              0.1304,           0.0003597,             0.72037,             0.50546,             0.52182,             0.16587,            0.045758,            0.040393,          0.00054999,            0.003235,            0.003235,            0.003235
                 207,            0.058622,             0.14553,          0.00016164,             0.71363,             0.50691,             0.52136,             0.16499,            0.046177,            0.041233,          0.00053282,            0.003202,            0.003202,            0.003202
                 208,            0.058031,             0.15537,           0.0001191,             0.70223,             0.50608,             0.51709,             0.16516,            0.045531,             0.04126,          0.00050777,            0.003169,            0.003169,            0.003169
                 209,            0.057658,             0.13924,          0.00016638,             0.67688,             0.50776,              0.5145,             0.15816,            0.044876,            0.040529,          0.00049012,            0.003136,            0.003136,            0.003136
                 210,            0.056033,             0.13231,          0.00019385,             0.69554,             0.51223,             0.52682,             0.16784,            0.045097,             0.04066,          0.00046873,            0.003103,            0.003103,            0.003103
                 211,            0.058902,             0.13352,          0.00017496,             0.70123,             0.52268,             0.52787,             0.17124,            0.045314,            0.040783,          0.00043939,             0.00307,             0.00307,             0.00307
                 212,            0.057662,             0.13562,          0.00031975,             0.71922,             0.52253,             0.53196,             0.17192,            0.044864,            0.040177,          0.00044826,            0.003037,            0.003037,            0.003037
                 213,            0.060845,             0.11045,          0.00016322,             0.72829,             0.52557,             0.53667,              0.1701,            0.043738,             0.03978,          0.00043422,            0.003004,            0.003004,            0.003004
                 214,            0.058819,             0.13251,          0.00026925,             0.74075,             0.52104,             0.54595,             0.17452,            0.045765,            0.039478,          0.00044578,            0.002971,            0.002971,            0.002971
                 215,            0.056863,             0.14937,          0.00023952,             0.71211,             0.51179,             0.52995,             0.16742,            0.046712,            0.040937,          0.00050365,            0.002938,            0.002938,            0.002938
                 216,            0.059318,              0.1033,          0.00028367,             0.69886,             0.50947,             0.53042,             0.16217,            0.045407,            0.040641,          0.00052164,            0.002905,            0.002905,            0.002905
                 217,            0.058077,             0.11682,          0.00015252,             0.68744,             0.50955,             0.52025,             0.15737,             0.04566,            0.040586,          0.00044354,            0.002872,            0.002872,            0.002872
                 218,            0.060309,             0.12202,          0.00096606,             0.68817,             0.51008,             0.51153,             0.15666,            0.045957,            0.039811,          0.00040158,            0.002839,            0.002839,            0.002839
                 219,            0.057216,             0.13298,          0.00033912,             0.69845,             0.52122,               0.514,             0.15861,            0.045809,            0.039504,          0.00040567,            0.002806,            0.002806,            0.002806
                 220,            0.060964,             0.12507,          0.00021824,              0.6975,             0.49933,             0.50643,             0.16086,             0.04619,            0.039723,           0.0004148,            0.002773,            0.002773,            0.002773
                 221,            0.057086,             0.12677,          0.00019958,             0.70215,             0.51355,             0.51706,             0.16703,            0.045726,            0.039844,           0.0004131,             0.00274,             0.00274,             0.00274
                 222,            0.057566,             0.13027,          0.00058442,             0.71038,             0.52877,             0.53104,             0.17183,             0.04714,            0.040475,          0.00043309,            0.002707,            0.002707,            0.002707
                 223,            0.055957,             0.12089,          0.00018101,             0.69007,              0.5155,             0.51633,             0.16605,            0.047478,            0.040077,          0.00043057,            0.002674,            0.002674,            0.002674
                 224,            0.058038,             0.11803,          0.00021239,             0.68599,             0.51264,             0.50502,             0.15877,            0.045764,            0.039788,          0.00043214,            0.002641,            0.002641,            0.002641
                 225,            0.056743,             0.11748,          0.00025869,             0.69929,               0.522,             0.51789,             0.16257,            0.045292,            0.040418,            0.000472,            0.002608,            0.002608,            0.002608
                 226,            0.057676,             0.11728,          0.00026142,             0.70153,             0.52087,             0.51924,             0.16235,            0.045335,            0.039789,           0.0005009,            0.002575,            0.002575,            0.002575
                 227,            0.057185,             0.12651,          0.00021666,             0.70181,             0.52116,             0.52462,             0.16497,            0.044826,            0.040368,          0.00049476,            0.002542,            0.002542,            0.002542
                 228,            0.056705,             0.12527,          0.00016674,             0.72166,             0.53458,             0.53896,             0.17024,            0.043795,            0.040185,          0.00047322,            0.002509,            0.002509,            0.002509
                 229,            0.056505,             0.12498,          0.00033298,             0.72358,             0.53609,             0.54616,             0.17608,            0.044298,            0.039985,          0.00047855,            0.002476,            0.002476,            0.002476
                 230,            0.059694,             0.12758,          0.00013502,             0.71319,             0.52339,             0.52699,             0.16644,            0.045042,            0.040064,          0.00046481,            0.002443,            0.002443,            0.002443
                 231,            0.057501,             0.12707,          0.00024965,              0.7029,             0.51652,             0.51793,              0.1661,            0.045023,            0.040254,          0.00045146,             0.00241,             0.00241,             0.00241
                 232,            0.055817,             0.12301,          0.00010882,             0.70894,             0.52364,             0.52041,             0.16672,             0.04585,            0.039875,          0.00040324,            0.002377,            0.002377,            0.002377
                 233,            0.057297,             0.11866,          0.00028909,             0.70685,             0.52683,              0.5322,             0.16912,             0.04593,            0.039535,          0.00040013,            0.002344,            0.002344,            0.002344
                 234,            0.055951,              0.1484,          0.00021466,             0.71926,             0.50658,             0.52861,             0.17078,            0.045352,            0.039422,          0.00042619,            0.002311,            0.002311,            0.002311
                 235,            0.057317,             0.12364,          0.00012754,             0.70044,             0.53202,             0.53023,             0.16925,             0.04438,            0.038989,          0.00039335,            0.002278,            0.002278,            0.002278
                 236,            0.054756,             0.12323,          0.00018989,             0.70874,             0.53358,             0.54319,             0.17468,            0.044756,            0.039594,          0.00039899,            0.002245,            0.002245,            0.002245
                 237,            0.059331,             0.12234,           0.0002546,             0.68995,             0.50524,             0.52122,             0.16742,            0.047098,            0.039975,          0.00040896,            0.002212,            0.002212,            0.002212
                 238,            0.057472,             0.11105,          0.00020271,             0.69495,             0.51301,             0.53001,             0.17352,            0.046206,            0.040626,          0.00042396,            0.002179,            0.002179,            0.002179
                 239,            0.055671,             0.13455,           0.0002671,             0.70068,               0.522,             0.53098,             0.17281,              0.0453,            0.039784,          0.00043717,            0.002146,            0.002146,            0.002146
                 240,            0.058817,             0.11833,          0.00015736,             0.70516,             0.51208,             0.51751,             0.16722,            0.045376,            0.039859,          0.00045806,            0.002113,            0.002113,            0.002113
                 241,            0.059583,             0.12329,          0.00013774,             0.71014,             0.52743,             0.52333,             0.16693,            0.045394,            0.040274,          0.00046195,             0.00208,             0.00208,             0.00208
                 242,            0.053941,             0.12622,          0.00017859,             0.69993,             0.51988,             0.51153,              0.1643,            0.044413,            0.040196,          0.00046995,            0.002047,            0.002047,            0.002047
                 243,            0.055526,             0.12384,          0.00019581,             0.70256,             0.52755,             0.51857,             0.16734,            0.044293,             0.03999,          0.00046849,            0.002014,            0.002014,            0.002014
                 244,             0.05867,             0.11172,          0.00017527,             0.68955,             0.52602,             0.51696,             0.16434,              0.0447,            0.040014,            0.000483,            0.001981,            0.001981,            0.001981
                 245,            0.056777,             0.12977,          0.00022237,             0.68834,             0.52151,              0.5207,             0.16821,            0.043961,            0.039944,          0.00051749,            0.001948,            0.001948,            0.001948
                 246,            0.055079,             0.12694,          0.00017847,             0.69734,             0.51217,              0.5185,             0.16655,              0.0458,            0.040517,          0.00053957,            0.001915,            0.001915,            0.001915
                 247,            0.057204,             0.13301,          0.00018183,             0.70748,              0.5227,             0.52912,             0.16963,            0.044609,            0.040042,           0.0005427,            0.001882,            0.001882,            0.001882
                 248,            0.062038,             0.12124,          0.00013893,             0.69577,             0.53061,             0.52216,             0.16814,            0.044416,            0.040098,          0.00050679,            0.001849,            0.001849,            0.001849
                 249,            0.054008,             0.13268,          0.00021007,             0.71026,             0.53562,             0.53616,             0.17404,            0.044443,            0.039025,          0.00048193,            0.001816,            0.001816,            0.001816
                 250,            0.056083,             0.11961,          0.00012319,             0.68934,             0.52567,             0.52583,             0.16601,            0.044417,            0.039663,          0.00048266,            0.001783,            0.001783,            0.001783
                 251,            0.058641,             0.12345,          0.00028957,             0.69321,             0.52517,             0.52942,             0.16864,             0.04464,            0.040523,          0.00049102,             0.00175,             0.00175,             0.00175
                 252,            0.058115,             0.11013,          0.00014983,             0.68884,             0.52416,             0.52534,             0.16495,             0.04467,            0.041152,          0.00049036,            0.001717,            0.001717,            0.001717
                 253,            0.056907,             0.12234,           0.0002829,              0.6903,             0.52831,             0.52551,             0.16825,            0.044943,             0.04045,          0.00046625,            0.001684,            0.001684,            0.001684
                 254,            0.054859,             0.12358,          0.00021019,             0.69895,               0.512,             0.51715,             0.16459,            0.045397,            0.041602,          0.00047337,            0.001651,            0.001651,            0.001651
                 255,             0.05495,             0.14362,          0.00012833,             0.71331,              0.5231,             0.53381,             0.16988,            0.045088,            0.041495,          0.00047515,            0.001618,            0.001618,            0.001618
                 256,            0.057149,             0.12803,          0.00030202,             0.70431,             0.51556,             0.51791,             0.16416,            0.045475,            0.040708,          0.00045919,            0.001585,            0.001585,            0.001585
                 257,            0.054496,             0.13018,           0.0001357,             0.71543,             0.51871,             0.51831,              0.1635,            0.045938,            0.040456,          0.00042079,            0.001552,            0.001552,            0.001552
                 258,            0.058255,             0.11952,           0.0001361,             0.70187,             0.52023,             0.52077,             0.16489,            0.045159,            0.039577,            0.000398,            0.001519,            0.001519,            0.001519
                 259,            0.055874,             0.13619,          0.00021079,             0.70612,             0.52396,             0.52925,             0.16642,             0.04519,            0.039261,          0.00038924,            0.001486,            0.001486,            0.001486
                 260,            0.055294,             0.12315,          0.00012379,             0.70824,             0.51095,             0.51906,             0.16397,            0.044705,            0.039435,          0.00038805,            0.001453,            0.001453,            0.001453
                 261,            0.055937,             0.11378,          0.00032289,             0.71201,             0.52293,             0.52185,             0.16491,            0.044838,            0.039845,          0.00042311,             0.00142,             0.00142,             0.00142
                 262,            0.056756,             0.11985,          0.00011312,             0.71195,             0.51679,             0.52235,             0.16674,            0.045509,            0.040012,          0.00045499,            0.001387,            0.001387,            0.001387
                 263,            0.054997,             0.11506,          0.00017072,             0.72226,              0.5139,             0.53038,             0.16776,            0.044933,            0.040044,          0.00046339,            0.001354,            0.001354,            0.001354
                 264,            0.056762,             0.11837,          0.00020677,              0.7025,             0.52911,             0.53231,              0.1691,             0.04478,            0.039294,          0.00042714,            0.001321,            0.001321,            0.001321
                 265,            0.054438,              0.1214,          0.00014215,              0.7116,             0.53521,              0.5347,             0.17129,            0.044537,            0.039405,          0.00041793,            0.001288,            0.001288,            0.001288
                 266,            0.056078,              0.1408,          0.00013577,             0.70821,              0.5127,              0.5263,             0.16921,            0.043987,            0.039036,          0.00042531,            0.001255,            0.001255,            0.001255
                 267,             0.05639,              0.1202,          0.00012613,             0.72531,             0.52517,             0.53296,              0.1721,            0.044189,            0.039653,          0.00041779,            0.001222,            0.001222,            0.001222
                 268,            0.056629,             0.11772,          0.00014425,             0.72556,             0.52347,              0.5355,             0.17184,            0.044584,            0.039488,          0.00040856,            0.001189,            0.001189,            0.001189
                 269,              0.0537,             0.14394,          0.00014232,             0.71512,             0.51947,             0.52818,             0.16997,            0.044594,            0.039853,          0.00040001,            0.001156,            0.001156,            0.001156
                 270,            0.055371,             0.12486,           0.0001383,             0.71193,             0.51842,             0.52016,             0.16761,            0.044903,             0.03954,          0.00039014,            0.001123,            0.001123,            0.001123
                 271,            0.056882,             0.11889,          0.00010751,             0.71911,             0.52215,             0.52745,             0.16961,            0.044557,            0.039184,           0.0003869,             0.00109,             0.00109,             0.00109
                 272,            0.056099,             0.13092,          0.00012861,             0.71488,             0.52233,             0.53055,             0.17079,            0.044846,            0.039315,          0.00038806,            0.001057,            0.001057,            0.001057
                 273,            0.054834,               0.135,          0.00014817,             0.70892,             0.52346,             0.52892,             0.17132,            0.044669,            0.039674,          0.00039055,            0.001024,            0.001024,            0.001024
                 274,            0.055428,             0.13261,          0.00024774,             0.71067,             0.53255,             0.53618,             0.17177,            0.045507,             0.03932,          0.00039469,            0.000991,            0.000991,            0.000991
                 275,            0.060299,             0.11426,          0.00012093,             0.70342,             0.52477,             0.53078,             0.16941,            0.046319,            0.039166,          0.00039526,            0.000958,            0.000958,            0.000958
                 276,            0.056738,             0.11171,          0.00013505,             0.71676,             0.51768,             0.53171,             0.16887,            0.046009,             0.03931,          0.00040275,            0.000925,            0.000925,            0.000925
                 277,            0.057805,             0.12465,          9.9186e-05,             0.72013,             0.52356,             0.53267,             0.17032,            0.045166,            0.039333,          0.00041071,            0.000892,            0.000892,            0.000892
